1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272
4_left,1339778,81307,136952,152008,125358,91849,69140,58404,55642,58886,59387,56145,48323,39844,31789,23880,16984,12073,8820,6738,5620,5079,4642,4345,4010,3914,3622,3460,3346,3328,3175,3103,2912,2930,2854,2865,2906,2919,2745,2672,2668,2749,2821,2727,2824,2631,2730,2631,2592,2669,2517,2674,2694,2674,2622,2659,2755,2772,2895,2869,2790,2844,2708,2802,2751,2989,2909,2848,3190,3015,3071,3093,3200,3318,3263,3261,3391,3329,3407,3462,3503,3511,3663,3790,3842,3772,3830,3937,4114,4149,4143,4275,4485,4742,5009,5247,5401,5775,5790,5911,6259,6583,6653,6951,7036,7076,7445,7956,8143,8677,9169,9895,11073,12253,13821,15104,16678,17863,19422,20054,20889,21648,22614,23561,24368,24331,24015,23882,24415,25464,27301,30054,31879,33048,34128,34268,34630,35664,36478,39710,43616,47996,52400,56879,61463,67320,73514,76683,77161,76240,75086,75275,74227,72486,71689,72272,73168,74262,73315,73517,72391,71056,70571,69466,67459,65277,64459,63920,64806,64973,63881,60397,56886,52511,48703,45203,41793,39249,38639,37741,37408,35575,34788,34441,34363,33176,32353,32364,32953,33557,33724,33810,34642,37602,43293,49134,54193,59974,59682,54938,48754,42352,34913,33073,32267,32547,30137,28497,25609,24650,23369,22546,21885,19958,18213,16067,15192,14656,14907,15336,15162,14327,13719,13236,12567,11838,10624,10273,9684,9599,9662,9696,9342,9527,9656,9412,9555,9215,9203,8656,8990,9088,8927,9228,9780,9671,10294,10653,10620,10591,11039,10818,11122,12594,16110,427103,-0.402901977,0.694331765,-0.002110497,-0.001714918,8185344,-17275.14168,8.10E-04,-3.23E-06,0.028465598,0.009274587,77157.65879,81.66372215,0.902678697,67.13847692,-1
4_right,935289,211407,274786,290656,234071,148542,83815,48911,35747,32205,31663,31110,28318,25066,22617,20185,15876,11447,8106,5947,4881,4348,4001,3624,3430,3424,3289,3031,3018,2995,2999,2856,2788,2713,2666,2640,2510,2490,2481,2372,2402,2463,2424,2475,2442,2343,2364,2422,2436,2358,2388,2410,2390,2430,2495,2388,2348,2377,2363,2508,2523,2552,2540,2515,2683,2591,2623,2671,2716,2756,2863,2842,2963,2918,2925,2982,2978,3137,3171,3300,3193,3378,3500,3590,3753,3843,3894,4068,4065,4356,4218,4271,4374,4445,4872,5019,5240,5351,5232,5483,5532,5529,5522,5491,5635,5951,5937,6440,6779,7051,7635,8032,8573,9154,9506,10123,10808,11728,13060,14567,17088,20680,25641,31322,36588,41888,49052,57748,68338,80395,90046,94766,97947,100425,104374,110980,115763,116364,114627,111915,109038,108561,108645,108370,104736,98711,94364,90063,85969,84033,84278,85356,87564,86963,84694,80184,78037,76396,77577,78363,80902,83823,89049,94062,99262,101670,102157,99599,94933,89708,84379,80545,79383,77912,73634,69851,65495,61057,57801,47757,40146,34307,28464,24291,21264,18563,16519,14001,12822,11171,9970,9973,9285,8648,7456,6751,7083,7130,7028,5492,4876,4230,3789,3526,3302,3030,2948,3192,3216,2982,2354,1953,1273,763,414,189,100,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.326212287,0.566203952,-0.001823708,-9.93E-04,8185344,-14927.67947,8.76E-04,-2.92E-06,0.029593389,0.010535102,86397.0021,84.82742221,0.176760889,43.57195084,-1
50_left,617059,284775,387495,338175,219004,135528,89326,62798,47153,37454,28200,21274,17053,15184,14453,14692,15232,16687,19031,20716,22397,22033,20543,16779,12502,9444,7516,6700,6041,5521,4856,4103,3735,3289,3102,2976,2862,2891,2851,2726,2639,2717,2682,2578,2475,2454,2453,2361,2455,2322,2477,2371,2478,2399,2447,2471,2360,2502,2532,2619,2515,2547,2534,2475,2353,2440,2515,2412,2432,2456,2632,2596,2651,2468,2488,2444,2392,2476,2633,2563,2611,2618,2743,2835,2824,2821,2965,3015,3084,3242,3312,3410,3433,3497,3353,3575,3792,4094,4298,4343,4299,4396,4463,4288,4370,4447,4299,4547,4649,4926,5034,5023,5358,5675,5991,6503,7030,7663,9190,11894,16811,24057,33153,43755,53217,60668,66861,73200,78241,82252,83529,80620,75471,72067,70785,70649,70849,71590,72524,73396,74346,74943,74245,74511,73896,74879,76565,82229,89693,93679,92502,87487,82346,78290,77369,76511,74805,74234,72689,73444,75451,77303,78328,80436,81122,80756,78830,76765,74890,74601,75694,74629,72711,69152,66149,64210,63263,63528,62790,61473,61230,60117,60699,61117,59937,56377,54836,52603,49270,45853,41650,35790,30599,27387,24176,20623,17474,15635,14562,14584,13615,12653,11808,10660,9747,9099,9292,8215,7132,6542,6210,6242,6313,5709,5778,5307,4772,4506,3971,3662,3401,3090,2631,2530,2556,2329,2395,2408,2171,2131,1994,2166,1933,1868,1448,1285,1316,1540,1484,1642,1775,1644,2118,1865,1686,1761,2535,1889,1852,2017,1988,1866,1766,5042,1630,7521,-0.274946094,0.426904619,-0.001905394,-0.00101727,8185344,-15596.30737,9.11E-04,4.14E-07,0.030175005,0.012689843,104031.743,86.50275152,0.162190604,27.76443383,-1
50_right,1761020,309450,109644,55203,33027,22778,19584,19138,20485,22098,22307,22055,22713,24358,26314,24885,20543,15071,10173,6927,5685,5036,4754,4464,4546,4366,4355,4293,4231,4247,4195,4127,3780,3822,3764,3866,3867,3876,4033,3920,3915,3992,3930,4116,4065,4147,4251,4233,4282,4246,4255,4700,4723,4554,4559,4699,4936,5171,5089,5321,5395,5819,6071,6430,6817,7309,8330,8908,10249,11255,12704,14162,16261,18745,21463,24503,27977,31502,36604,41878,47680,56043,65364,74232,81297,85411,85968,84004,79479,74902,70347,67894,67735,68006,68373,67767,66718,66546,65823,67427,70121,73333,75547,78007,78617,81108,82720,84142,87293,91154,93242,91284,87076,78526,70525,62716,57980,53676,50341,49555,48769,49299,50029,52283,54341,55739,56770,56998,57764,57005,57242,56570,56158,56058,57136,57931,59143,59977,57938,55415,53136,51046,49987,48540,45903,44034,42186,40973,37493,33229,29967,27759,26255,25897,25239,24108,22888,22378,21923,22744,23954,26035,27368,27733,26758,24527,21273,17827,14738,11738,8949,6389,4609,3437,2782,2396,2218,2102,1976,2093,2054,1852,1912,1901,1963,2071,2234,2434,2672,3114,3446,3486,3325,3134,3169,3262,3277,3769,3695,4345,4294,4245,3682,3567,3277,2675,2480,2073,2017,2304,2345,2426,2119,2183,2102,2386,2362,2003,2052,2096,1891,1769,1639,1824,1784,1754,1991,2375,1995,1859,1579,1473,1478,1165,1074,998,1032,1025,737,798,878,1125,1193,813,523,407,271,178,120,58,32,6,0,0,0,0,-0.21707885,0.37261337,-0.001385677,-1.16E-04,8185344,-11342.23929,4.68E-04,1.60E-06,0.021644273,0.010117801,82227.87353,62.05112538,0.21547153,27.29615622,-1
53_left,8030588,15694,4809,2498,1608,1331,1130,1145,1029,932,928,923,902,877,959,1211,2110,5633,16044,39448,75933,115122,147947,173826,199274,220628,239688,252128,255146,254853,254525,256420,254604,247580,235115,218029,199553,182560,169022,159164,153465,151606,150141,145970,137664,128508,120080,116464,116619,118433,122480,122131,117180,108230,95432,82262,69024,58878,52505,47838,45489,43878,41790,40442,38241,37262,36085,35046,33318,29625,25303,20930,16622,13390,10733,8374,6930,5655,4982,4474,4323,4337,4581,4465,4450,4332,4155,3899,3557,3072,2607,2142,1777,1504,1350,1291,1275,1353,1386,1474,1524,1786,1926,2088,2179,2380,2444,2463,2436,2285,2174,2176,1985,1856,1635,1416,1252,988,750,620,518,473,407,410,350,348,344,302,287,265,256,233,235,221,186,201,159,158,178,171,132,113,84,70,48,42,30,15,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149787471,0.107893482,-3.20E-04,1.18E-06,1.51E+07,-4818.980343,1.14E-04,1.18E-06,0.010658329,0.004592821,66857.80319,41.37287352,-0.095585165,16.84409047,-1
53_right,8024798,20263,5676,2721,1813,1488,1240,1179,1131,1083,973,989,1137,1446,3288,10106,27080,54888,87005,117340,148743,185858,223567,258577,285706,305089,316147,324371,328570,323380,305300,280268,250069,220317,197275,178826,167906,161649,158367,155923,152722,145489,136457,126345,115446,105840,95824,87072,79862,73723,67370,61483,56387,52441,49596,47797,46058,44344,43328,41770,40018,38299,35531,32109,27386,22390,17288,13438,10317,7755,5982,4439,3309,2477,1908,1543,1263,1222,1048,964,871,759,664,588,601,627,713,697,792,801,898,1011,1080,954,882,765,712,555,427,199,82,35,15,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102779418,0.087861203,-2.80E-04,-2.93E-07,1.51E+07,-4207.700322,9.88E-05,-2.93E-07,0.009942069,0.004286648,62477.99584,38.59038578,-0.10242456,18.92973472,-1
55_left,1794309,316247,94866,55582,34552,25310,21855,21690,21856,22804,22504,20773,18090,18043,19226,20378,22819,24982,25721,23375,18146,11723,6895,4621,3608,3197,2926,2805,2631,2568,2495,2245,2231,2090,2044,1989,1969,1977,1966,1861,1929,1784,1799,1796,1862,1879,1735,1708,1747,1775,1760,1805,1744,1772,1723,1785,1915,1993,1946,1904,1943,2061,2107,2056,2120,2260,2135,2173,2410,2365,2378,2540,2505,2726,2678,2821,2917,2884,3046,3185,3384,3487,3440,3611,3956,4517,5023,5761,6594,7561,8560,9694,11358,12965,14601,17080,19681,23086,26716,30567,36301,43882,53282,64376,76249,87749,96799,102813,105506,104293,101385,98578,95807,93032,90194,87225,84623,82541,81215,81006,80323,80053,80491,79417,79787,78424,77610,76577,76418,76151,76643,77267,77262,76585,75866,75243,76054,76757,77697,78444,79101,79894,79704,79664,78480,77035,78080,77478,77528,76482,75939,76492,77935,79401,81929,86548,91092,94759,95027,94144,92962,92156,90361,88623,86446,84304,80947,77345,74848,71253,68541,66026,63589,60758,57335,53270,49774,47674,46257,44645,42871,41347,39280,37141,34762,31784,30163,28952,27862,26513,26442,25504,25178,25356,24407,23631,22281,21687,20937,21234,21050,20940,19334,18152,16345,14949,14106,13115,12579,11045,9622,8050,6561,6062,5489,4871,4147,3435,3385,3109,2380,1993,1794,1809,1427,1154,1027,972,670,559,544,519,487,456,353,308,259,200,198,197,142,128,120,111,66,65,27,18,2,0,0,0,0,0,0,0,-0.301812232,0.54753238,-0.001842638,-1.87E-06,1.01E+07,-18569.54521,0.001152091,-1.87E-06,0.033942471,0.014927687,148876.9716,107.9103477,0.016217989,31.819929,-1
55_right,1720586,365710,120257,65530,40938,31943,30515,29273,26665,22809,20993,20448,20243,20681,20271,18322,17788,17859,17068,14895,11048,7151,4846,3753,3156,2745,2575,2266,2198,2139,1999,1971,1848,1775,1687,1680,1546,1612,1552,1489,1492,1496,1460,1446,1407,1314,1437,1353,1404,1390,1350,1342,1401,1364,1376,1384,1339,1428,1374,1495,1630,1938,2464,3380,4297,5359,6323,7222,9009,11940,14883,18344,21094,24343,26501,29561,31808,33364,34656,34818,34385,34658,35845,38284,41177,45551,50199,54296,58289,60386,62064,61877,61125,58860,56833,54521,53350,51764,52291,53337,55057,57264,58854,58942,58880,57911,56198,54449,52920,51026,49768,47946,46774,45361,44289,44188,44297,44998,45516,46386,48049,48799,48648,48711,47616,46912,46410,46146,45424,46080,46627,46798,47927,49508,50726,51710,52088,51300,50683,50189,49848,50857,50905,52811,54664,58777,63940,70586,78486,86935,94081,101074,105291,105890,105042,103932,104303,105681,104664,103503,102015,98106,93635,90240,86975,85045,82366,79691,75949,72416,69465,66382,63082,60945,58361,55639,52553,50355,47976,45627,43294,41276,40237,39344,38711,37815,37454,37369,36330,34625,33027,30665,28568,27351,25427,24545,22548,21010,19368,18518,18838,18890,17713,17778,16418,15163,13914,13921,13308,12423,12123,10678,9353,8896,8580,7956,7425,6785,6798,6389,6538,5781,4327,3589,3003,2306,1506,1366,1352,1253,1230,1173,1143,1105,1237,862,835,712,569,571,505,539,515,451,350,441,411,497,372,404,309,237,0,0,0,0,-0.328100264,0.592483461,-0.001801924,3.78E-07,1.01E+07,-18159.24051,0.00108362,3.78E-07,0.032918378,0.0151238,150783.6011,104.6571103,0.029743796,30.09160161,-1
5_left,1713736,13439,4165,1984,1262,761,737,554,486,413,333,285,276,320,333,328,342,226,259,234,231,237,297,326,356,393,419,617,1072,1760,3013,5299,8348,12278,17452,24620,32871,40356,47885,53721,57335,57774,56008,53494,50579,48921,47603,45099,43444,41868,40603,40210,39956,40445,40477,40152,39693,39037,37560,37400,36901,36511,35824,35248,35436,34737,34489,33808,33363,32572,32479,32683,33338,34061,35766,37339,39062,40281,41568,43372,44932,46826,49159,51049,53838,57154,60407,63257,63779,64114,62962,60953,58047,53790,49369,45535,42142,38925,35496,32282,29319,26529,23660,21374,19677,19108,18948,19289,19629,19012,18675,17959,17053,16053,14615,13468,12183,10988,9755,8590,7422,6328,5304,4445,3574,2914,2325,1744,1390,1096,892,681,560,424,347,256,199,159,110,83,56,50,28,16,13,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198682651,0.212803528,-8.31E-04,1.39E-06,5038848,-4185.105617,4.51E-04,1.39E-06,0.021245233,0.011122934,54971.22894,47.72640802,0.518452585,10.14105742,-1
5_right,1766321,14017,4766,2220,1369,842,800,592,481,404,410,357,342,239,227,224,189,183,188,258,428,762,1569,2760,4821,7307,9996,12403,14237,15878,17018,17917,18605,19193,18584,18036,17598,17734,18553,18915,18649,18502,18001,17829,17788,17828,18990,19931,20973,21404,21560,21422,20729,19843,19244,19061,18813,19618,20773,21596,22936,23795,24709,25130,26118,27306,29930,32682,36187,38858,41791,43225,43314,42795,41634,39912,38812,38095,38006,37821,37414,37603,37292,37886,38151,39228,39870,40645,41565,42122,42694,41945,41130,39549,37621,35272,33581,32103,31066,30058,28668,27369,26030,24938,23559,22756,21836,20330,19753,19007,18166,17279,16448,15874,15149,14712,14372,13832,13835,13459,13268,13084,12674,12377,12204,12190,11989,12137,12439,12269,12130,12074,11611,11471,11065,10532,10135,9904,9827,9760,9590,9706,9820,10059,10096,10112,10012,10225,10207,10027,10216,10018,10068,10331,10458,10436,10578,10281,10376,10921,11377,12401,13283,14787,16790,18051,19778,21393,22288,22906,22154,20617,18255,15732,13249,10628,8931,7272,6131,5442,4713,3941,3421,2680,1977,1704,1340,1115,836,699,528,395,272,241,128,88,53,30,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333111465,0.552065253,-0.001049102,2.66E-06,5038848,-5286.263333,9.85E-04,2.66E-06,0.031389456,0.014546628,71877.58301,70.50044282,0.23377784,22.49408728,-1
61_left,8211522,20051,7203,4207,3048,2191,1721,1397,1149,958,885,822,773,753,714,671,639,587,540,532,497,488,479,506,514,517,487,502,471,447,484,405,431,442,458,442,456,470,459,489,537,610,719,1028,1414,2185,3399,5510,8386,13084,18841,27386,37062,47850,58160,68493,79244,88851,99272,108025,116148,119771,122844,122458,121040,123109,131072,143014,156079,162426,160564,151307,137481,123708,114961,112060,113080,113397,112863,109180,103188,97487,92736,91623,94034,96155,95527,92486,85322,78243,72986,69478,70005,70530,69899,67885,63015,58810,56025,55002,53371,53659,52665,51288,50424,48923,47475,46020,45333,43945,41895,40184,37590,36299,35311,35044,34426,34254,33699,33216,31743,30821,29443,28531,26769,25878,24869,24460,24178,24225,24561,24225,24278,23935,23444,22811,22599,22250,21861,21723,21007,20371,20030,19496,18900,18523,18444,18028,18275,18164,17718,17098,16509,16245,15140,14779,14130,13238,12821,12511,12220,11851,11602,11095,10440,9924,9368,8786,8569,8036,8061,8155,7924,7455,7023,6337,5946,5182,4663,4032,3809,3711,3509,3123,3022,2878,2782,2745,2493,2458,2565,2410,2462,2474,2449,2437,2538,2460,2528,2677,2992,3069,3403,3483,3252,2953,2376,2162,2091,2101,1858,1708,1701,1444,1478,1462,1289,1142,1181,1124,1018,906,633,373,365,276,233,113,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230144978,0.204647213,-7.16E-04,1.40E-06,1.51E+07,-10785.47047,5.26E-04,1.40E-06,0.022939629,0.008813058,127563.0053,89.04896792,0.07728113,24.55716841,-1
61_right,8205024,22463,8009,4566,3075,2156,1743,1423,1271,1111,895,855,745,706,670,603,556,486,524,518,488,460,471,439,449,427,381,403,403,402,361,394,340,347,298,326,303,313,342,324,363,335,337,322,317,326,336,346,356,328,345,337,308,351,327,355,372,408,480,554,794,1261,2071,3258,4859,7255,10362,14295,18816,22843,26480,29813,34625,38946,42094,45503,49854,54775,58625,61313,65326,70404,75295,77080,77786,80820,84738,88096,87563,86547,88457,90682,90452,89109,88565,89680,90199,87815,84071,83587,84021,85065,84058,82108,81348,83678,87665,90783,90284,90394,91996,96700,103097,109333,112381,112767,111648,107972,105468,106334,110302,115192,119008,121524,120942,117986,113679,109188,105122,100509,97336,93589,90888,89301,87360,86261,84711,83092,79307,75407,69751,63837,58801,52629,47128,42501,38801,34590,31215,28188,25176,21996,19172,15885,12760,9544,7256,5447,4410,3636,3145,2765,2485,2430,2250,2248,2104,1999,1930,1781,1733,1846,1864,1973,1954,1996,1894,1708,1566,1412,1438,1380,1436,1413,1572,1322,1310,1151,1095,1061,1060,1055,1026,918,862,761,792,742,629,632,553,529,542,518,535,457,383,340,216,191,159,126,97,26,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.361340106,0.342973709,-8.87E-04,-2.47E-06,1.51E+07,-13349.66664,8.16E-04,-2.47E-06,0.028557318,0.010234836,147968.0592,110.8555662,0.08161866,32.29271687,-1
63_left,1178817,9480,2623,1080,733,502,442,1184,2501,3796,10170,20010,33810,64900,80356,90280,96093,103082,95412,91118,91844,87635,95947,92583,106198,97100,89853,97825,90217,91392,84121,78469,74988,73268,79437,79281,80853,78897,80103,79064,77242,79833,78940,80849,77969,74260,69742,66970,63511,59762,55748,50907,45703,40272,35320,30766,26182,22587,19580,16840,14624,12849,11431,10093,9565,8957,8622,8230,7978,7373,7156,6391,6012,5184,4805,4419,4074,3646,3521,3229,2893,2984,2627,2397,2231,2130,1960,1807,1740,1691,1669,1597,1487,1438,1328,1230,1119,1104,1130,1112,1106,1065,896,914,848,773,751,782,733,668,668,650,656,634,570,553,543,518,497,468,525,484,523,524,499,545,504,531,551,554,563,560,593,522,571,549,523,608,580,554,643,642,811,859,860,835,896,868,844,852,894,904,923,859,681,596,561,543,440,371,435,414,343,288,278,225,182,139,161,116,134,85,44,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.259297192,0.419784844,-4.67E-04,9.71E-08,4915200,-2294.94506,6.97E-04,9.71E-08,0.026399485,0.01213006,59159.88475,58.53747281,-0.407724133,22.17688307,-1
63_right,1172478,10486,4015,2056,1431,968,739,517,430,364,284,275,241,266,561,795,1151,1984,2734,4677,10782,16917,30038,49813,77320,126592,150756,182782,202393,203749,194844,190012,184917,171616,161780,150843,134674,125716,115194,107843,99501,93641,87798,83917,79912,75689,70324,64756,58425,51081,45098,38944,33467,28527,24003,19548,15691,12702,10438,8575,7266,6007,4805,4024,3318,2745,2307,2079,1847,1766,1699,1517,1505,1442,1377,1304,1378,1357,1325,1320,1351,1347,1352,1413,1446,1504,1541,1471,1339,1338,1270,1262,1300,1287,1229,1104,1103,1045,912,876,791,764,699,713,715,694,744,724,696,663,639,654,633,626,694,699,735,629,622,621,572,544,573,617,677,663,703,714,803,735,710,729,730,652,649,583,678,657,629,651,639,678,641,586,528,569,598,637,686,681,672,712,638,596,579,450,475,424,389,355,373,384,389,390,285,252,212,229,202,190,170,181,116,113,64,53,22,22,30,13,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.559648454,0.546936393,-4.93E-04,1.30E-06,4915200,-2422.861696,6.30E-04,1.30E-06,0.025093101,0.011413389,55623.76774,55.64276638,-1.379176539,49.61117312,-1
68_left,7419829,401380,181528,29873,16933,10061,7527,5841,4871,3614,2772,1932,1593,1145,939,742,531,516,496,415,404,368,363,317,292,272,290,290,282,254,261,256,223,213,207,231,212,209,192,186,201,192,211,183,167,160,181,185,156,232,179,163,166,166,162,164,178,174,181,178,167,170,178,166,165,167,173,184,174,186,171,182,162,147,184,136,168,159,156,156,144,157,169,158,155,164,145,169,167,196,193,249,346,445,602,772,1093,1470,1823,2480,3130,3658,4333,5132,5689,6193,6529,7198,7958,9206,10328,11826,13647,15942,18636,23121,29477,39323,52639,72073,94769,119113,142435,162763,182453,197933,214988,228934,243895,257211,264305,271814,271494,261703,253588,245631,239140,235032,235190,237757,234024,230658,221215,212102,197714,180792,168479,153375,140316,128033,111895,99889,93464,88616,87507,82461,78275,74035,72613,69874,73969,79634,75215,59148,53464,33450,21003,15407,9831,7998,6644,7059,9493,9101,8851,7901,8937,7273,7352,5300,4823,4808,4631,4917,2780,2211,2265,1978,1350,488,199,85,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.498443544,0.438327402,-0.00120713,-1.78E-06,1.61E+07,-19416.68209,0.001609991,-1.78E-06,0.040124693,0.013021791,202120.9816,160.9972997,-0.199148516,36.49452767,-1
68_right,7196120,404944,393163,36031,17868,10631,7806,6037,5035,3740,3000,2047,1576,1205,963,750,648,588,517,427,392,366,333,378,301,329,295,292,274,283,235,254,244,236,235,235,214,245,207,236,188,205,192,184,202,173,200,189,199,157,193,179,208,197,199,188,193,186,175,184,174,155,183,176,189,167,201,169,184,169,174,178,161,169,170,159,174,174,168,155,158,184,175,170,169,173,172,173,180,190,175,225,239,287,383,493,701,977,1372,1727,2397,2918,3543,3729,4226,5117,6194,8140,11854,17125,24033,32317,41557,48912,56051,64388,75542,87888,102080,118828,136597,157546,178794,199722,212522,221888,225054,226861,228025,234184,232523,234560,242195,246577,243536,246069,246655,249462,242940,225931,209837,190514,177760,166029,155650,146041,140599,131588,130672,128907,123556,113754,103278,91872,91209,88388,83374,74745,65464,57953,53818,47170,42729,33776,32972,14963,10140,8959,8622,9359,8162,9665,11458,8153,7599,4558,3854,3414,4753,3236,5559,4196,3839,2939,2798,1994,1360,507,293,166,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.483627081,0.464247465,-0.001189348,2.21E-06,1.61E+07,-19130.65878,0.001505196,2.21E-06,0.038796857,0.012174507,189327.5897,155.6721559,-0.166120323,37.53602362,-1
69_left,7837873,20270,7807,4022,2455,1491,1143,864,820,698,671,598,543,571,520,471,488,428,438,413,423,388,373,357,334,340,326,312,332,348,326,298,344,297,323,307,311,309,341,309,330,331,305,341,303,313,317,339,310,310,265,335,374,446,549,727,1094,1433,2032,2678,3802,5336,7761,10653,15804,23635,35616,52155,72045,93780,115274,134951,150872,163785,174553,182549,186528,184784,180386,171648,163315,153109,143691,137378,130292,125996,120055,114783,110527,107227,105575,102766,102133,100354,98695,96362,94626,92846,92413,92591,92064,92134,91848,92013,91163,90153,88156,85030,81304,78524,75733,74190,71717,69134,67149,64956,61806,59395,58068,57553,58590,60179,62327,64922,65901,67304,67803,67815,66229,64031,60817,57311,53418,49849,46556,43453,40201,37404,35095,32780,30685,27883,24990,21450,18420,15101,12467,9803,7949,6153,4747,3662,2835,2247,1873,1512,1416,1155,1085,1072,1015,1010,1111,1081,1198,1112,1063,1084,1047,941,985,1001,1016,996,1044,980,1010,1102,1092,1146,1200,1196,1138,1126,1024,1027,1044,1037,1083,1181,1138,1157,1105,1103,1081,988,899,891,839,878,806,833,754,795,881,895,881,876,879,887,767,662,666,684,754,797,677,571,542,514,454,404,409,357,373,342,288,233,266,187,62,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215649158,0.227642834,-8.16E-04,1.31E-06,1.51E+07,-12282.47683,6.19E-04,1.31E-06,0.024880764,0.009608903,139373.094,96.58904688,0.083009631,23.75284272,-1
